Fund Code,Receivership,Year,Quarter,Failure Date,Cash and Investments,Total Assets,Administrative Liabilities,FDIC Subrogated Deposit Claim,Other Claimant Liabilities,Net Worth (Deficit),Total Liabilities and Net Worth,FDIC Subrogated Claim,FDIC Subrogated Claim %,Subtotal - Proven Deposit Claims,Subtotal - Proven Deposit Claims %,Dividends Paid to Date,Dividends Paid to Date %,Total Unpaid Deposit Claims,Total Unpaid Deposit Claims %,General Creditor,General Creditor %,Subtotal- Other Claimants,Subtotal- Other Claimants %,Total Unpaid Other Claimants,Total Unpaid Other Claimants %
10029,BANK OF CLARK COUNTY,2023,Q1,1-16-2009,2520.0,2520.0,72.0,153157.0,779.0,-161585.0,2520.0,316017,100,336851.0,100,173597.0,52.0,163254.0,48.0,779.0,100,779.0,100,779.0,100
10036,FIRSTBANK FINANCIAL SERVICES,2023,Q1,02-06-2009,1307.0,1307.0,0.0,152663.0,552.0,-151908.0,1307.0,279081,100,279081.0,100,126419.0,45.0,152662.0,55.0,552.0,100,552.0,100,552.0,100
10331,UNITED WESTERN BANK,2023,Q1,1-21-2011,8407.0,8407.0,200.625,144334.0,4183.0,-145456.0,8407.0,1623354,100,1623354.0,100,1479020.0,91.0,144334.0,9.0,4183.0,100,4183.0,100,4183.0,100
10308,K BANK,2023,Q1,11-05-2010,1070.0,1070.0,0.0,137508.0,1310.0,-137748.0,1070.0,498567,100,498567.0,100,361058.0,72.0,137509.0,28.0,1310.0,100,1310.0,100,1310.0,100
10380,BANK OF CHOICE,2023,Q1,7-22-2011,1144.0,1144.0,1.0,136766.0,860.0,-136483.0,1144.0,810294,100,810294.0,100,673528.0,83.0,136766.0,17.0,860.0,100,860.0,100,860.0,100
10047,FIRSTCITY BANK,2023,Q1,3-20-2009,3090.0,3090.0,0.0,138411.0,553.0,-135875.0,3090.0,271772,100,271775.0,100,133362.0,49.0,138413.0,51.0,553.0,100,553.0,100,553.0,100
10366,FIRST GEORGIA BANKING CO.,2023,Q1,5-20-2011,3336.0,3336.0,3.0,138065.0,27.0,-134759.0,3336.0,669746,100,669746.0,100,531681.0,79.0,138065.0,21.0,27.0,100,27.0,100,27.0,100
10486,COMMUNITY SOUTH BANK,2023,Q1,8-23-2013,1115.0,1121.0,2.0,130913.0,1334.0,-131128.0,1121.0,362430,100,362430.0,100,231517.0,64.0,130913.0,36.0,1334.0,100,1334.0,100,1334.0,100
10296,WAKULLA BANK,2023,Q1,10-01-2010,1018.0,1018.0,0.0,120969.0,458.0,-120409.0,1018.0,369803,100,369803.0,100,248833.0,67.0,120970.0,33.0,458.0,100,458.0,100,458.0,100
10057,AMERICA WEST BANK,2023,Q1,05-01-2009,1006.0,1006.0,1.0,115386.0,1097.0,-115478.0,1006.0,300153,100,300153.0,100,184767.0,62.0,115386.0,38.0,1097.0,100,1097.0,100,1097.0,100
10205,DESERT HILLS BANK,2023,Q1,3-26-2010,1088.0,1088.0,0.0,109979.0,1690.0,-110581.0,1088.0,410763,100,410763.0,100,300785.0,73.0,109978.0,27.0,1690.0,100,1690.0,100,1690.0,100
10055,"FIRST BANK OF IDAHO, FSB",2023,Q1,4-24-2009,4194.0,4194.0,0.0,113575.0,483.0,-109864.0,4194.0,339398,100,339398.0,100,225823.0,67.0,113575.0,33.0,483.0,100,483.0,100,483.0,100
10171,BARNES BANKING COMPANY,2023,Q1,1-15-2010,6129.0,6129.0,81.0,113450.0,1579.0,-109238.0,6129.0,651845,100,653324.0,100,539617.0,83.0,113707.0,17.0,1579.0,100,1579.0,100,1579.0,100
10387,BANK OF WHITMAN,2023,Q1,08-05-2011,4400.0,4400.0,2.0,105533.0,884.0,-102019.0,4400.0,494249,100,494249.0,100,388716.0,79.0,105533.0,21.0,884.0,100,884.0,100,884.0,100
10164,ROCKBRIDGE COMMERCIAL BANK,2023,Q1,12-18-2009,1315.0,1315.0,8.0,100272.0,872.0,-99878.0,1315.0,262817,100,262924.0,100,162611.0,62.0,100313.0,38.0,872.0,100,872.0,100,872.0,100
10032,OCALA NATIONAL BANK,2023,Q1,1-30-2009,2315.0,2315.0,0.0,95982.0,654.0,-94321.0,2315.0,195962,100,195962.0,100,99980.0,51.0,95982.0,49.0,654.0,100,654.0,100,654.0,100
10463,NOVA BANK,2023,Q1,10-26-2012,1097.0,1097.0,164.0,87078.0,892.0,-88824.0,1097.0,376007,100,382234.0,100,293713.0,77.0,88521.0,23.0,892.0,100,892.0,100,892.0,100
10384,"INTEGRA BANK, NA",2023,Q1,7-29-2011,8485.0,8485.0,200.625,37459.0,15887.25,-88677.0,8485.0,2213963,100,2213963.0,100,1942703.125,98.0,37459.0,2.0,13747.875,100,16027.25,100,15887.25,100
10315,FIRST BANKING CENTER,2023,Q1,11-19-2010,5499.0,5499.0,0.0,92148.0,1620.0,-88269.0,5499.0,676743,100,676743.0,100,584596.0,86.0,92147.0,14.0,1620.0,100,1620.0,100,1620.0,100
10025,FIRST GEORGIA COMMUNITY BANK,2023,Q1,12-05-2008,2215.0,2215.0,1.0,88595.0,1398.0,-87779.0,2215.0,184198,100,184198.0,100,95602.0,52.0,88596.0,48.0,1398.0,100,1398.0,100,1398.0,100
10060,WESTSOUND BANK,2023,Q1,05-08-2009,1303.0,1303.0,0.0,82406.0,504.0,-81607.0,1303.0,282704,100,282704.0,100,200298.0,71.0,82406.0,29.0,504.0,100,504.0,100,504.0,100
10195,THE PARK AVENUE BANK,2023,Q1,03-12-2010,1595.0,1595.0,3.0,78002.0,3375.0,-79785.0,1595.0,477584,100,477584.0,100,399582.0,84.0,78002.0,16.0,3375.0,100,3375.0,100,3375.0,100
10139,PACIFIC NATIONAL BANK,2023,Q1,10-30-2009,5686.0,5686.0,200.625,66559.0,13159.0,-79434.0,5686.0,1793769,100,1793769.0,100,1727210.0,96.0,66559.0,4.0,13159.0,100,13159.0,100,13159.0,100
10251,FIRST NATIONAL BANK,2023,Q1,6-25-2010,1162.0,1162.0,0.0,79349.0,955.0,-79142.0,1162.0,211261,100,211261.0,100,131912.0,62.0,79349.0,38.0,955.0,100,955.0,100,955.0,100
10218,"AMCORE BANK, NA",2023,Q1,4-23-2010,11981.25,12142.125,200.625,28364.0,15887.25,-77756.0,12142.125,2774841,100,2774841.0,100,1942703.125,99.0,28364.0,1.0,7842.0,100,16027.25,100,15887.25,100
10530,WASHINGTON FED BNK FOR SAVINGS,2023,Q1,12-15-2017,5563.0,5925.0,14.0,81535.0,87.0,-77099.0,5925.0,139765,100,142144.0,100,59221.0,42.0,82923.0,58.0,87.0,100,87.0,100,87.0,100
10507,NATIONAL REPUBLIC BK - CHICAGO,2023,Q1,10-24-2014,80.0,80.0,137.0,57658.0,15887.25,-74509.0,80.0,793598,100,793598.0,100,735940.0,93.0,57658.0,7.0,1794.0,100,16027.25,100,15887.25,100
10465,HERITAGE BANK OF FLORIDA,2023,Q1,11-02-2012,1116.0,1116.0,0.0,74982.0,300.0,-74166.0,1116.0,219588,100,219588.0,100,144606.0,66.0,74982.0,34.0,300.0,100,300.0,100,300.0,100
10068,COMMUNITY BANK OF WEST GEORGIA,2023,Q1,6-26-2009,4200.0,4200.0,0.0,76081.0,513.0,-72396.0,4200.0,188358,100,188364.0,100,112280.0,60.0,76084.0,40.0,513.0,100,513.0,100,513.0,100
10064,BANK OF LINCOLNWOOD,2023,Q1,06-05-2009,3013.0,3013.0,0.0,74049.0,513.0,-71549.0,3013.0,203223,100,203223.0,100,129174.0,64.0,74049.0,36.0,513.0,100,513.0,100,513.0,100
10193,CENTENNIAL BANK,2023,Q1,03-05-2010,1195.0,1195.0,4.0,71828.0,583.0,-71429.0,1195.0,204239,100,204832.0,100,132795.0,65.0,72037.0,35.0,583.0,100,583.0,100,583.0,100
10431,PREMIER BANK,2023,Q1,3-23-2012,2569.0,2569.0,0.0,72035.0,469.0,-69935.0,2569.0,194722,100,194722.0,100,122687.0,63.0,72035.0,37.0,469.0,100,469.0,100,469.0,100
10402,COUNTRY BANK,2023,Q1,10-14-2011,5045.0,5045.0,0.0,74484.0,294.0,-69733.0,5045.0,178694,100,178694.0,100,104210.0,58.0,74484.0,42.0,294.0,100,294.0,100,294.0,100
10162,CITIZENS STATE BANK,2023,Q1,12-18-2009,3428.0,3428.0,7.0,71940.0,825.0,-69366.0,3428.0,153586,100,153634.0,100,81671.0,53.0,71963.0,47.0,825.0,100,825.0,100,825.0,100
10276,RAVENSWOOD BANK,2023,Q1,08-06-2010,5411.0,5411.0,0.0,73717.0,567.0,-68873.0,5411.0,265043,100,265043.0,100,191326.0,72.0,73717.0,28.0,567.0,100,567.0,100,567.0,100
10448,MONTGOMERY BANK & TRUST,2023,Q1,07-06-2012,4722.0,4722.0,1.0,70716.0,367.0,-66362.0,4722.0,162999,100,162999.0,100,92282.0,57.0,70717.0,43.0,367.0,100,367.0,100,367.0,100
10234,THE BANK OF BONIFAY,2023,Q1,05-07-2010,1189.0,1189.0,0.0,67097.0,452.0,-66360.0,1189.0,225391,100,225391.0,100,158294.0,70.0,67097.0,30.0,452.0,100,452.0,100,452.0,100
10135,SAN DIEGO NATIONAL BANK,2023,Q1,10-30-2009,5300.0,5300.0,200.625,43759.0,14914.0,-58914.0,5300.0,2862729,100,2862729.0,100,1942703.125,98.0,43759.0,2.0,13747.875,100,14914.0,100,14914.0,100
10434,BANK OF THE EASTERN SHORE,2023,Q1,4-27-2012,3308.0,3308.0,1.0,61281.0,33.0,-58013.0,3308.0,147895,100,147908.0,100,86622.0,59.0,61286.0,41.0,33.0,100,33.0,100,33.0,100
10273,LIBERTY BANK,2023,Q1,7-30-2010,1613.0,1613.0,1.0,52905.0,1889.0,-53182.0,1613.0,679600,100,679600.0,100,626695.0,92.0,52905.0,8.0,1889.0,100,1889.0,100,1889.0,100
10102,"UNION BANK, NA",2023,Q1,8-14-2009,1196.0,1196.0,0.0,53220.0,410.0,-52434.0,1196.0,108779,100,108779.0,100,55559.0,51.0,53220.0,49.0,410.0,100,410.0,100,410.0,100
10056,MICHIGAN HERITAGE BANK,2023,Q1,4-24-2009,1662.0,1662.0,0.0,50279.0,401.0,-49018.0,1662.0,145861,100,145861.0,100,95582.0,66.0,50279.0,34.0,401.0,100,401.0,100,401.0,100
10427,HOME SAVINGS OF AMERICA,2023,Q1,2-24-2012,1546.0,1547.0,78.0,44530.0,4165.0,-47377.0,1547.0,454293,100,455567.0,100,410912.0,90.0,44655.0,10.0,4165.0,100,4165.0,100,4165.0,100
10524,SEAWAY BANK AND TRUST,2023,Q1,1-27-2017,1585.0,1585.0,1.0,45406.0,1645.0,-45467.0,1585.0,243845,100,243845.0,100,198439.0,81.0,45406.0,19.0,1645.0,100,1645.0,100,1645.0,100
10536,THE FIRST STATE BANK,2023,Q1,04-03-2020,2268.0,2806.0,11.0,46388.0,846.0,-44439.0,2806.0,144487,100,144487.0,100,98099.0,68.0,46388.0,32.0,846.0,100,846.0,100,846.0,100
10329,ENTERPRISE BANKING CO.,2023,Q1,1-21-2011,1056.0,1056.0,0.0,44626.0,144.0,-43715.0,1056.0,92756,100,92758.0,100,48131.0,52.0,44627.0,48.0,144.0,100,144.0,100,144.0,100
10378,ONE GEORGIA BANK,2023,Q1,7-15-2011,4684.0,4684.0,0.0,45379.0,354.0,-41049.0,4684.0,156556,100,156556.0,100,111177.0,71.0,45379.0,29.0,354.0,100,354.0,100,354.0,100
10428,GLOBAL COMMERCE BANK,2023,Q1,03-02-2012,1090.0,1090.0,0.0,41411.0,252.0,-40573.0,1090.0,116032,100,116032.0,100,74621.0,64.0,41411.0,36.0,252.0,100,252.0,100,252.0,100
10462,GULFSOUTH PRIVATE BANK,2023,Q1,10-19-2012,1252.0,1252.0,0.0,41645.0,161.0,-40554.0,1252.0,127142,100,127142.0,100,85497.0,67.0,41645.0,33.0,161.0,100,161.0,100,161.0,100
10041,SILVER FALLS BANK,2023,Q1,2-20-2009,1616.0,1622.0,0.0,40967.0,243.0,-39588.0,1622.0,115338,100,115338.0,100,74370.0,64.0,40968.0,36.0,243.0,100,243.0,100,243.0,100
10221,LINCOLN PARK SAVINGS BANK,2023,Q1,4-23-2010,3299.0,3299.0,0.0,41502.0,438.0,-38641.0,3299.0,162662,100,162662.0,100,121160.0,74.0,41502.0,26.0,438.0,100,438.0,100,438.0,100
10425,SCB BANK,2023,Q1,02-10-2012,1019.0,1019.0,0.0,39306.0,321.0,-38608.0,1019.0,167291,100,167291.0,100,127985.0,77.0,39306.0,23.0,321.0,100,321.0,100,321.0,100
10095,INTEGRITY BANK,2023,Q1,7-31-2009,1076.0,1076.0,0.0,37603.0,212.0,-36739.0,1076.0,93134,100,93134.0,100,55531.0,60.0,37603.0,40.0,212.0,100,212.0,100,212.0,100
10053,AMERICAN SOUTHERN BANK,2023,Q1,4-24-2009,2456.0,2456.0,0.0,35341.0,232.0,-33117.0,2456.0,108754,100,108754.0,100,73412.0,68.0,35342.0,32.0,232.0,100,232.0,100,232.0,100
10275,THE COWLITZ BANK,2023,Q1,7-30-2010,1066.0,1487.0,4.0,33426.0,1172.0,-33115.0,1487.0,448223,100,448223.0,100,414797.0,93.0,33426.0,7.0,1172.0,100,1172.0,100,1172.0,100
10063,CITIZENS NATIONAL BANK,2023,Q1,5-22-2009,6987.0,6987.0,0.0,38060.0,735.0,-31808.0,6987.0,399839,100,399839.0,100,361779.0,90.0,38060.0,10.0,735.0,100,735.0,100,735.0,100
10369,ATLANTIC BANK & TRUST,2023,Q1,06-03-2011,1018.0,1018.0,0.0,32263.0,33.0,-31278.0,1018.0,183489,100,183489.0,100,151226.0,82.0,32263.0,18.0,33.0,100,33.0,100,33.0,100
10324,"THE BANK OF MIAMI, NA",2023,Q1,12-17-2010,924.0,1377.0,9.0,30076.0,1123.0,-29831.0,1377.0,344723,100,344723.0,100,314647.0,91.0,30076.0,9.0,1123.0,100,1123.0,100,1123.0,100
10306,"FIRST ARIZONA SAVINGS, FSB",2023,Q1,10-22-2010,2482.0,2482.0,40.0,29256.0,411.0,-27276.0,2482.0,186012,100,186336.0,100,157029.0,84.0,29307.0,16.0,411.0,100,411.0,100,411.0,100
10101,COMMUNITY BANK OF ARIZONA,2023,Q1,8-14-2009,1094.0,1094.0,0.0,27898.0,369.0,-27173.0,1094.0,132104,100,132104.0,100,104206.0,79.0,27898.0,21.0,369.0,100,369.0,100,369.0,100
10117,CORUS BANK NA,2023,Q1,09-11-2009,10234.0,12142.125,200.625,672.0,15887.25,-24446.0,12142.125,3343117,100,3352742.625,100,1942703.125,100.0,672.0,0.0,13747.875,100,16027.25,100,15887.25,100
10535,ERICSON STATE BANK,2023,Q1,2-14-2020,2328.0,2400.0,4.0,26140.0,92.0,-23836.0,2400.0,88991,100,88991.0,100,62850.0,71.0,26141.0,29.0,92.0,100,92.0,100,92.0,100
10317,EARTHSTAR BANK,2023,Q1,12-10-2010,5995.0,5995.0,0.0,28649.0,426.0,-23080.0,5995.0,98291,100,98291.0,100,69642.0,71.0,28649.0,29.0,426.0,100,426.0,100,426.0,100
10478,BANKS OF WISCONSIN,2023,Q1,5-31-2013,3059.0,3059.0,0.0,25685.0,306.0,-22932.0,3059.0,125255,100,125255.0,100,99570.0,79.0,25685.0,21.0,306.0,100,306.0,100,306.0,100
10412,COMMUNITY BANK OF ROCKMART,2023,Q1,11-10-2011,1198.0,1198.0,0.0,21531.0,86.0,-20419.0,1198.0,56724,100,56724.0,100,35193.0,62.0,21531.0,38.0,86.0,100,86.0,100,86.0,100
10058,CITIZENS COMMUNITY BANK,2023,Q1,05-01-2009,3163.0,3163.0,1.0,21462.0,1441.0,-19741.0,3163.0,40091,100,40091.0,100,18629.0,46.0,21462.0,54.0,1441.0,100,1441.0,100,1441.0,100
10441,CAROLINA FEDERAL SAVINGS BANK,2023,Q1,06-08-2012,1018.0,1018.0,0.0,18688.0,59.0,-17729.0,1018.0,53041,100,53041.0,100,34353.0,65.0,18688.0,35.0,59.0,100,59.0,100,59.0,100
10538,ALMENA STATE BANK,2023,Q1,10-23-2020,2785.0,2785.0,0.0,18804.0,338.0,-16357.0,2785.0,62525,100,62525.0,100,43721.0,70.0,18804.0,30.0,338.0,100,338.0,100,338.0,100
10481,SUNRISE BANK,2023,Q1,05-10-2013,1041.0,1041.0,0.0,17094.0,119.0,-16172.0,1041.0,56864,100,56864.0,100,39770.0,70.0,17094.0,30.0,119.0,100,119.0,100,119.0,100
10429,NEW CITY BANK,2023,Q1,03-09-2012,2899.0,4503.0,15.0,18629.0,23.0,-14165.0,4503.0,66012,100,66015.0,100,47385.0,72.0,18630.0,28.0,23.0,100,23.0,100,23.0,100
10534,CITY NATIONAL BANK NEW JERSEY,2023,Q1,11-01-2019,4148.0,4254.0,27.0,5184.0,11780.0,-12737.0,4254.0,110129,100,110129.0,100,104945.0,95.0,5184.0,5.0,11780.0,100,11780.0,100,11780.0,100
10433,FORT LEE FEDERAL SAVINGS BANK,2023,Q1,4-20-2012,2238.0,2238.0,0.0,14202.0,178.0,-12142.0,2238.0,46874,100,46874.0,100,32672.0,70.0,14202.0,30.0,178.0,100,178.0,100,178.0,100
10525,PROFICIO BANK,2023,Q1,03-03-2017,1652.0,2879.0,200.625,12787.0,191.0,-10349.0,2879.0,56608,100,56608.0,100,43821.0,77.0,12787.0,23.0,191.0,100,191.0,100,191.0,100
10054,FIRST BANK OF BEVERLY HILLS,2023,Q1,4-24-2009,1053.0,1053.0,10.0,9586.0,1761.0,-10315.0,1053.0,828454,100,829393.0,100,819796.0,99.0,9597.0,1.0,1761.0,100,1761.0,100,1761.0,100
10257,IDEAL FEDERAL SAVINGS BANK,2023,Q1,07-09-2010,1818.0,1818.0,0.0,5418.0,14.0,-4010.0,1818.0,5418,100,5814.0,100,0.0,28.5,5814.0,71.5,14.0,100,14.0,100,14.0,100
10166,INDEPENDENT BANKERS' BANK,2023,Q1,12-18-2009,1923.0,1923.0,6.0,0.0,0.0,1917.0,1923.0,743869,100,743871.0,100,743871.0,100.0,0.0,0.0,1709.0,100,1709.0,100,0.0,100
10217,TAMALPAIS BANK,2023,Q1,4-16-2010,3455.0,3455.0,200.625,0.0,0.0,2719.0,3455.0,462814,100,462814.0,100,462814.0,100.0,0.0,0.0,2103.0,100,2103.0,100,0.0,100
10216,RIVERSIDE NATL BANK OF FLORIDA,2023,Q1,4-16-2010,4454.0,4454.0,18.0,0.0,0.0,4436.0,4454.0,2861518,100,2861518.0,100,1942703.125,100.0,0.0,0.0,4322.0,100,4322.0,100,0.0,100
10115,PLATINUM COMMUNITY BANK,2023,Q1,09-04-2009,6275.0,6275.0,200.625,0.0,0.0,5847.0,6275.0,305758,100,305758.0,100,305758.0,100.0,0.0,0.0,859.0,100,859.0,100,0.0,100
10105,GUARANTY BANK,2023,Q1,8-21-2009,11981.25,12142.125,200.625,0.0,0.0,94983.0,12142.125,3343117,100,3352742.625,100,1942703.125,100.0,0.0,0.0,13747.875,100,16027.25,100,0.0,100
